,league,gamelength,result,k,d,a,fb,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,wards,wpm,wardkills,wcpm,totalgold,earnedgpm,goldspent,gspd,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
636,LMS,31.21666667,1,7,3,15,1,0.22423918850000002,0.09610250934,0.3203416978,0,9.613866667,2,2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.02798333,1.0,15.1965,1.0,1,1.0,0.0,46214.0,1480.427122,110.0,3.5237586760000004,56.0,1.7939135080000002,55661.0,1126.910838,48975.0,0.023384081469999998,128.0,17.0,32.83502403,14529.0,14405.0,124.0,23811.0,21850.0,1961.0,18289.0,17982.0,307.0,307.0,320.0,-13.0,526.0,511.0,15.0
637,LMS,31.21666667,0,3,7,10,0,0.09610250934,0.22423918850000002,0.3203416978,1,9.613866667,2,2,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15.02798333,0.0,15.1965,0.0,0,0.0,1.0,40791.0,1306.70582,100.0,3.203416978,39.0,1.249332621,49010.0,913.851575,47843.0,-0.023384081469999998,129.0,13.0,32.13027229,14405.0,14529.0,-124.0,21850.0,23811.0,-1961.0,17982.0,18289.0,-307.0,320.0,307.0,13.0,511.0,526.0,-15.0
638,LCS,31.23333333,0,8,25,15,0,0.2561366062,0.8004268943,1.0565635009999998,0,9.729633332999999,1,3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74475,0.0,12.57713333,0.0,0,0.0,1.0,49616.0,1588.559232,108.0,3.457844184,41.0,1.312700107,51725.0,999.9637140000001,50735.0,-0.11749209210000001,129.0,13.0,32.17716115,14461.0,16732.0,-2271.0,25099.0,28002.0,-2903.0,17207.0,19093.0,-1886.0,296.0,271.0,25.0,498.0,439.0,59.0
639,LCS,31.23333333,1,25,8,61,1,0.8004268943,0.2561366062,1.0565635009999998,1,9.729633332999999,3,1,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.74475,1.0,12.57713333,1.0,1,1.0,0.0,66511.0,2129.487727,107.0,3.425827108,46.0,1.472785486,62353.0,1340.2411949999998,57068.0,0.11749209210000001,124.0,9.0,28.49519744,16732.0,14461.0,2271.0,28002.0,25099.0,2903.0,19093.0,17207.0,1886.0,271.0,296.0,-25.0,439.0,498.0,-59.0
640,LMS,28.83333333,0,3,14,7,0,0.1040462428,0.4855491329,0.5895953757,1,7.140416667,1,3,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0694,0.0,13.63741667,0.0,0,0.0,1.0,45614.0,1581.988439,91.0,3.156069364,33.0,1.1445086709999999,45363.0,913.4913295,43968.0,-0.2025999509,115.0,0.0,33.12138728,15361.0,15336.0,25.0,23557.0,26398.0,-2841.0,18221.0,17981.0,240.0,344.0,305.0,39.0,505.0,507.0,-2.0
641,LMS,28.83333333,1,14,3,31,1,0.4855491329,0.1040462428,0.5895953757,0,7.140416667,3,1,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0694,1.0,13.63741667,1.0,1,1.0,0.0,49301.0,1709.8612719999999,87.0,3.01734104,49.0,1.699421965,58627.0,1373.514451,53880.0,0.2025999509,108.0,27.0,35.44508671,15336.0,15361.0,-25.0,26398.0,23557.0,2841.0,17981.0,18221.0,-240.0,305.0,344.0,-39.0,507.0,505.0,2.0
642,LMS,25.55,1,22,5,58,1,0.8610567515,0.1956947162,1.0567514679999999,0,9.67195,2,1,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.9486,1.0,13.05073333,1.0,1,1.0,0.0,64803.0,2536.320939,83.0,3.24853229,22.0,0.8610567515,55062.0,1489.1350289999998,51788.0,0.3193935933,101.0,29.0,30.84148728,15669.0,14087.0,1582.0,27020.0,22505.0,4515.0,18442.0,18403.0,39.0,319.0,302.0,17.0,501.0,468.0,33.0
643,LMS,25.55,0,5,22,5,0,0.1956947162,0.8610567515,1.0567514679999999,1,9.67195,1,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.9486,0.0,13.05073333,0.0,0,0.0,1.0,30433.0,1191.11546,66.0,2.583170254,20.0,0.782778865,38974.0,859.4677104,37525.0,-0.3193935933,96.0,0.0,28.88454012,14087.0,15669.0,-1582.0,22505.0,27020.0,-4515.0,18403.0,18442.0,-39.0,302.0,319.0,-17.0,468.0,501.0,-33.0
644,LMS,32.15,0,9,17,16,1,0.2799377916,0.5287713841,0.8087091756999999,0,14.05248333,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7195,0.0,12.56128333,0.0,0,0.0,1.0,57871.0,1800.031104,91.0,2.830482115,34.0,1.057542768,52000.0,962.5567652000001,50323.0,-0.11122892289999999,100.0,11.0,29.73561431,15110.0,15650.0,-540.0,25042.0,26565.0,-1523.0,18283.0,18976.0,-693.0,317.0,312.0,5.0,486.0,491.0,-5.0
645,LMS,32.15,1,17,9,46,0,0.5287713841,0.2799377916,0.8087091756999999,1,14.05248333,4,0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,12.7195,1.0,12.56128333,1.0,1,1.0,0.0,65530.0,2038.258165,86.0,2.67496112,43.0,1.33748056,62853.0,1300.130638,56250.0,0.11122892289999999,124.0,46.0,31.16640747,15650.0,15110.0,540.0,26565.0,25042.0,1523.0,18976.0,18283.0,693.0,312.0,317.0,-5.0,491.0,486.0,5.0
646,LMS,36.36666667,1,16,5,40,0,0.4399633364,0.13748854259999999,0.577451879,1,9.157816667,2,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,12.75986667,1.0,13.62181667,1.0,1,2.0,0.0,71846.0,1975.6003670000002,149.0,4.09715857,91.0,2.502291476,70898.0,1299.640697,62508.0,0.0846249406,141.0,37.0,33.43721357,15730.0,15024.0,706.0,24812.0,23327.0,1485.0,18443.0,18108.0,335.0,314.0,331.0,-17.0,493.0,539.0,-46.0
647,LMS,36.36666667,0,5,16,7,1,0.13748854259999999,0.4399633364,0.577451879,0,9.157816667,2,2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.75986667,0.0,13.62181667,0.0,0,0.0,2.0,50097.0,1377.552704,175.0,4.812098992,66.0,1.814848763,58136.0,948.7149403999999,57433.0,-0.0846249406,147.0,2.0,35.27956004,15024.0,15730.0,-706.0,23327.0,24812.0,-1485.0,18108.0,18443.0,-335.0,331.0,314.0,17.0,539.0,493.0,46.0
648,LMS,33.85,1,13,2,22,1,0.3840472674,0.05908419498,0.44313146229999995,1,9.072516667,5,0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,11.80415,1.0,13.4771,1.0,1,0.0,0.0,51190.0,1512.2599699999998,147.0,4.342688331000001,87.0,2.5701624819999997,66372.0,1308.059084,59808.0,0.18694408129999998,146.0,59.0,40.38404727,15485.0,14868.0,617.0,26581.0,21639.0,4942.0,19575.0,18981.0,594.0,349.0,341.0,8.0,566.0,518.0,48.0
649,LMS,33.85,0,2,13,5,0,0.05908419498,0.3840472674,0.44313146229999995,0,9.072516667,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80415,0.0,13.4771,0.0,0,0.0,0.0,42377.0,1251.905465,147.0,4.342688331000001,61.0,1.8020679469999998,50396.0,836.0945347,49583.0,-0.18694408129999998,108.0,0.0,33.97341211,14868.0,15485.0,-617.0,21639.0,26581.0,-4942.0,18981.0,19575.0,-594.0,341.0,349.0,-8.0,518.0,566.0,-48.0
650,LMS,30.23333333,0,4,10,4,1,0.1323042999,0.33076074969999997,0.4630650496,0,7.435416667,2,3,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.90631667,1.0,17.59248333,1.0,1,0.0,1.0,29954.0,990.7607497000001,98.0,3.241455347,43.0,1.4222712240000002,50459.0,1011.4068359999999,48083.0,-0.1176033042,113.0,12.0,35.35832415,15609.0,15241.0,368.0,24863.0,23763.0,1100.0,17693.0,18334.0,-641.0,301.0,334.0,-33.0,515.0,542.0,-27.0
651,LMS,30.23333333,1,10,4,20,0,0.33076074969999997,0.1323042999,0.4630650496,1,7.435416667,3,2,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.90631667,0.0,17.59248333,0.0,0,1.0,0.0,43012.0,1422.668137,110.0,3.638368247,35.0,1.157662624,58831.0,1288.319735,54091.0,0.1176033042,133.0,27.0,38.10363837,15241.0,15609.0,-368.0,23763.0,24863.0,-1100.0,18334.0,17693.0,641.0,334.0,301.0,33.0,542.0,515.0,27.0
652,LMS,32.18333333,0,1,12,2,0,0.031071983430000002,0.3728638011,0.4039357846,1,6.57395,2,3,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.4147,1.0,12.14788333,0.0,0,0.0,1.0,62662.0,1947.0326260000002,98.0,3.0450543760000004,35.0,1.08751942,50152.0,903.5049197000001,47951.0,-0.09757887742,108.0,27.0,32.68772657,14975.0,16201.0,-1226.0,24150.0,24239.0,-89.0,19081.0,18927.0,154.0,339.0,332.0,7.0,513.0,518.0,-5.0
653,LMS,32.18333333,1,12,1,32,1,0.3728638011,0.031071983430000002,0.4039357846,0,6.57395,3,2,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.4147,0.0,12.14788333,1.0,1,1.0,0.0,68785.0,2137.28638,110.0,3.417918177,49.0,1.5225271880000002,62331.0,1281.9306060000001,52870.0,0.09757887742,107.0,37.0,36.32314863,16201.0,14975.0,1226.0,24239.0,24150.0,89.0,18927.0,19081.0,-154.0,332.0,339.0,-7.0,518.0,513.0,5.0
654,LMS,29.73333333,1,11,2,24,1,0.36995515700000003,0.06726457399,0.43721973090000005,0,13.48058333,2,1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.4444,1.0,17.79026667,1.0,1,1.0,0.0,57068.0,1919.327354,92.0,3.0941704039999998,42.0,1.412556054,56525.0,1242.7197310000001,48556.0,0.1173212981,124.0,8.0,34.80941704,16469.0,15101.0,1368.0,24784.0,23089.0,1695.0,19457.0,18878.0,579.0,322.0,326.0,-4.0,523.0,524.0,-1.0
655,LMS,29.73333333,0,2,11,3,0,0.06726457399,0.36995515700000003,0.43721973090000005,1,13.48058333,1,2,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.4444,0.0,17.79026667,0.0,0,0.0,1.0,29368.0,987.7130045,82.0,2.7578475339999997,32.0,1.0762331840000001,44017.0,822.0470852000001,43175.0,-0.1173212981,127.0,0.0,33.39686099,15101.0,16469.0,-1368.0,23089.0,24784.0,-1695.0,18878.0,19457.0,-579.0,326.0,322.0,4.0,524.0,523.0,1.0
656,CBLoL,26.53333333,0,6,21,15,0,0.22613065329999998,0.7914572864,1.01758794,1,8.848783333,1,2,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.12548333,0.0,14.53038333,0.0,0,0.0,1.0,36853.0,1388.932161,77.0,2.90201005,28.0,1.055276382,42631.0,942.7613064999999,40050.0,-0.20050547600000002,121.0,5.0,32.97738693,14628.0,16885.0,-2257.0,22092.0,26227.0,-4135.0,18352.0,19905.0,-1553.0,300.0,327.0,-27.0,497.0,501.0,-4.0
657,CBLoL,26.53333333,1,21,6,42,1,0.7914572864,0.22613065329999998,1.01758794,0,8.848783333,2,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.12548333,1.0,14.53038333,1.0,1,1.0,0.0,71448.0,2692.7638190000002,84.0,3.165829146,32.0,1.206030151,54431.0,1387.484925,48975.0,0.20050547600000002,103.0,12.0,33.01507538,16885.0,14628.0,2257.0,26227.0,22092.0,4135.0,19905.0,18352.0,1553.0,327.0,300.0,27.0,501.0,497.0,4.0
658,CBLoL,38.06666667,0,12,17,27,1,0.3152364273,0.4465849387,0.7618213659999999,0,10.87116667,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.49273333,1.0,15.9354,1.0,1,1.0,1.0,85726.0,2251.996497,115.0,3.0210157619999998,63.0,1.6549912430000002,68530.0,1152.063047,66208.0,0.04399302286,149.0,13.0,34.04553415,15285.0,15479.0,-194.0,22924.0,23896.0,-972.0,19020.0,19372.0,-352.0,331.0,335.0,-4.0,527.0,553.0,-26.0
659,CBLoL,38.06666667,1,17,12,44,0,0.4465849387,0.3152364273,0.7618213659999999,1,10.87116667,5,0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,12.49273333,0.0,15.9354,0.0,0,1.0,1.0,94531.0,2483.301226,134.0,3.520140105,44.0,1.1558669,73608.0,1285.460595,63358.0,-0.04399302286,146.0,45.0,35.64798599,15479.0,15285.0,194.0,23896.0,22924.0,972.0,19372.0,19020.0,352.0,335.0,331.0,4.0,553.0,527.0,26.0
660,CBLoL,37.8,1,16,5,43,0,0.4232804233,0.13227513230000001,0.5555555556,1,9.384316667,3,0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,13.91108333,1.0,15.93296667,1.0,1,2.0,0.0,66017.0,1746.4814809999998,128.0,3.3862433860000003,62.0,1.64021164,68779.0,1171.095238,64755.0,0.07509833924999999,141.0,13.0,30.68783069,15006.0,15321.0,-315.0,23227.0,23290.0,-63.0,18796.0,18827.0,-31.0,324.0,335.0,-11.0,499.0,529.0,-30.0
661,CBLoL,37.8,0,5,16,12,1,0.13227513230000001,0.4232804233,0.5555555556,0,9.384316667,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91108333,0.0,15.93296667,0.0,0,0.0,2.0,68947.0,1823.994709,138.0,3.6507936510000003,41.0,1.084656085,62372.0,1001.597884,60068.0,-0.07509833924999999,165.0,17.0,34.92063492,15321.0,15006.0,315.0,23290.0,23227.0,63.0,18827.0,18796.0,31.0,335.0,324.0,11.0,529.0,499.0,30.0
662,CBLoL,37.96666667,0,14,15,33,1,0.3687445127,0.3950834065,0.7638279192,0,15.00438333,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.46183333,0.0,17.33373333,0.0,0,0.0,2.0,85684.0,2256.821773,118.0,3.1079894639999996,46.0,1.211589113,58501.0,892.5566286000001,55350.0,-0.1178750861,164.0,4.0,26.91834943,14728.0,14150.0,578.0,22573.0,21891.0,682.0,17976.0,18181.0,-205.0,291.0,308.0,-17.0,449.0,484.0,-35.0
663,CBLoL,37.96666667,1,15,14,36,0,0.3950834065,0.3687445127,0.7638279192,1,15.00438333,3,1,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,12.46183333,1.0,17.33373333,1.0,1,2.0,0.0,84477.0,2225.030729,120.0,3.160667252,54.0,1.4223002630000001,69074.0,1171.037752,62283.0,0.1178750861,159.0,15.0,31.97541703,14150.0,14728.0,-578.0,21891.0,22573.0,-682.0,18181.0,17976.0,205.0,308.0,291.0,17.0,484.0,449.0,35.0
664,CBLoL,33.11666667,0,13,14,31,1,0.3925515853,0.4227478611,0.8152994464,1,8.491466667000001,3,2,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.15895,0.0,10.64363333,0.0,1,0.0,1.0,63848.0,1927.971817,128.0,3.865123301,43.0,1.2984398590000001,54392.0,988.8253649000001,53850.0,-0.009389324264,119.0,15.0,29.98490186,17762.0,15465.0,2297.0,26229.0,25080.0,1149.0,18192.0,17216.0,976.0,305.0,311.0,-6.0,496.0,502.0,-6.0
665,CBLoL,33.11666667,1,14,13,32,0,0.4227478611,0.3925515853,0.8152994464,0,8.491466667000001,2,3,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.15895,1.0,10.64363333,1.0,0,1.0,0.0,56215.0,1697.4836440000001,125.0,3.7745344739999998,51.0,1.540010065,62510.0,1233.958732,54358.0,0.009389324264,152.0,18.0,32.24962255,15465.0,17762.0,-2297.0,25080.0,26229.0,-1149.0,17216.0,18192.0,-976.0,311.0,305.0,6.0,502.0,496.0,6.0
666,CBLoL,25.28333333,1,18,0,31,1,0.7119314436,0.0,0.7119314436,1,9.5139,3,0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.78833333,1.0,13.0141,1.0,1,1.0,0.0,60579.0,2396.0052739999996,68.0,2.689518787,29.0,1.1470006590000001,53733.0,1458.7317070000001,44700.0,0.2711106595,89.0,40.0,37.53460778,16741.0,14166.0,2575.0,28500.0,22550.0,5950.0,19845.0,18107.0,1738.0,333.0,299.0,34.0,563.0,470.0,93.0
667,CBLoL,25.28333333,0,0,18,0,0,0.0,0.7119314436,0.7119314436,0,9.5139,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.78833333,0.0,13.0141,0.0,0,0.0,1.0,34705.0,1372.643375,69.0,2.729070534,21.0,0.8305866842,36104.0,761.4739618,34028.0,-0.2711106595,77.0,5.0,29.34739618,14166.0,16741.0,-2575.0,22550.0,28500.0,-5950.0,18107.0,19845.0,-1738.0,299.0,333.0,-34.0,470.0,563.0,-93.0
668,CBLoL,29.7,0,12,22,20,1,0.40404040399999996,0.7407407407,1.144781145,1,13.95966667,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0983,0.0,14.08525,0.0,1,0.0,1.0,45475.0,1531.144781,109.0,3.67003367,47.0,1.5824915819999998,50656.0,1047.1919189999999,49200.0,-0.1000743365,115.0,8.0,28.88888889,15216.0,15744.0,-528.0,24192.0,26249.0,-2057.0,18391.0,18838.0,-447.0,265.0,322.0,-57.0,446.0,519.0,-73.0
669,CBLoL,29.7,1,22,12,49,0,0.7407407407,0.40404040399999996,1.144781145,0,13.95966667,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0983,1.0,14.08525,1.0,0,1.0,0.0,68160.0,2294.949495,105.0,3.535353535,45.0,1.515151515,61261.0,1404.262626,54383.0,0.1000743365,110.0,20.0,33.6026936,15744.0,15216.0,528.0,26249.0,24192.0,2057.0,18838.0,18391.0,447.0,322.0,265.0,57.0,519.0,446.0,73.0
670,CBLoL,25.4,0,4,11,4,0,0.157480315,0.4330708661,0.5905511811,0,9.308483333,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5289,0.0,11.89665,0.0,0,0.0,1.0,44880.0,1766.929134,99.0,3.897637795,19.0,0.7480314961,40165.0,915.0472441,37560.0,-0.11002226609999999,81.0,8.0,32.55905512,14383.0,15530.0,-1147.0,23592.0,26964.0,-3372.0,18357.0,19166.0,-809.0,324.0,350.0,-26.0,490.0,536.0,-46.0
671,CBLoL,25.4,1,11,4,26,1,0.4330708661,0.157480315,0.5905511811,1,9.308483333,3,0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,11.5289,1.0,11.89665,1.0,1,1.0,0.0,41650.0,1639.76378,78.0,3.070866142,35.0,1.377952756,50967.0,1340.322835,41933.0,0.11002226609999999,95.0,23.0,36.53543307,15530.0,14383.0,1147.0,26964.0,23592.0,3372.0,19166.0,18357.0,809.0,350.0,324.0,26.0,536.0,490.0,46.0
672,LCK,47.18333333,0,7,13,14,0,0.1483574709,0.2755210173,0.4238784882,1,10.86603333,5,2,4.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,14.5414,0.0,14.38786667,1.0,1,0.0,2.0,81254.0,1722.091134,180.0,3.814906394,120.0,2.543270929,79880.0,1051.7654539999999,76768.0,0.017410042639999998,206.0,42.0,35.41504769,15059.0,15559.0,-500.0,24291.0,23998.0,293.0,18180.0,18244.0,-64.0,328.0,309.0,19.0,571.0,505.0,66.0
673,LCK,47.18333333,1,13,7,45,1,0.2755210173,0.1483574709,0.4238784882,0,10.86603333,2,5,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.5414,1.0,14.38786667,0.0,0,2.0,0.0,122717.0,2600.854822,207.0,4.387142353,99.0,2.098198516,82084.0,1098.476863,75443.0,-0.017410042639999998,158.0,9.0,29.45955493,15559.0,15059.0,500.0,23998.0,24291.0,-293.0,18244.0,18180.0,64.0,309.0,328.0,-19.0,505.0,571.0,-66.0
674,LCK,23.28333333,1,13,3,17,1,0.5583392985,0.1288475304,0.6871868289,0,9.577433333,2,1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.69788333,1.0,13.64005,1.0,1,1.0,0.0,38877.0,1669.735147,94.0,4.03722262,35.0,1.5032211880000002,46193.0,1312.767359,37795.0,0.1659025788,96.0,9.0,35.17537581,15909.0,14977.0,932.0,26845.0,21825.0,5020.0,19523.0,18665.0,858.0,349.0,329.0,20.0,538.0,497.0,41.0
675,LCK,23.28333333,0,3,13,1,0,0.1288475304,0.5583392985,0.6871868289,1,9.577433333,1,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.69788333,0.0,13.64005,0.0,0,0.0,1.0,28126.0,1207.9885470000002,83.0,3.564781675,39.0,1.675017895,33983.0,788.3579097999999,32005.0,-0.1659025788,93.0,0.0,31.00930565,14977.0,15909.0,-932.0,21825.0,26845.0,-5020.0,18665.0,19523.0,-858.0,329.0,349.0,-20.0,497.0,538.0,-41.0
676,LCK,32.36666667,1,16,9,37,0,0.4943357364,0.27806385170000003,0.7723995881,0,6.008433332999999,3,2,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.83918333,0.0,14.35061667,1.0,1,0.0,1.0,54272.0,1676.786818,152.0,4.696189495,52.0,1.6065911430000002,59003.0,1168.38105,54513.0,0.03756447633999999,152.0,15.0,32.84243048,14839.0,16605.0,-1766.0,24270.0,25912.0,-1642.0,19065.0,19542.0,-477.0,335.0,346.0,-11.0,514.0,533.0,-19.0
677,LCK,32.36666667,0,9,16,16,1,0.27806385170000003,0.4943357364,0.7723995881,1,6.008433332999999,2,3,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.83918333,1.0,14.35061667,0.0,0,1.0,0.0,46388.0,1433.202884,124.0,3.831101957,65.0,2.008238929,54220.0,1020.605561,52503.0,-0.03756447633999999,146.0,6.0,31.66838311,16605.0,14839.0,1766.0,25912.0,24270.0,1642.0,19542.0,19065.0,477.0,346.0,335.0,11.0,533.0,514.0,19.0
678,LCK,36.16666667,1,14,8,37,1,0.3870967742,0.2211981567,0.6082949309000001,0,13.00336667,1,3,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.09801667,1.0,12.84881667,1.0,1,0.0,2.0,57942.0,1602.082949,115.0,3.179723502,61.0,1.686635945,63627.0,1109.170507,56896.0,-0.06510742129,152.0,23.0,30.85714286,15494.0,15394.0,100.0,25002.0,24444.0,558.0,18173.0,17735.0,438.0,306.0,302.0,4.0,498.0,466.0,32.0
679,LCK,36.16666667,0,8,14,17,0,0.2211981567,0.3870967742,0.6082949309000001,1,13.00336667,3,1,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.09801667,0.0,12.84881667,0.0,0,2.0,0.0,50722.0,1402.4516130000002,153.0,4.230414747,44.0,1.216589862,61714.0,1056.276498,60725.0,0.06510742129,133.0,10.0,28.89400922,15394.0,15494.0,-100.0,24444.0,25002.0,-558.0,17735.0,18173.0,-438.0,302.0,306.0,-4.0,466.0,498.0,-32.0
680,LCK,26.86666667,1,7,5,20,0,0.2605459057,0.1861042184,0.4466501241,1,9.805166667,3,0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.78991667,1.0,12.4943,1.0,1,1.0,0.0,51111.0,1902.3945410000001,110.0,4.094292804,34.0,1.265508685,51753.0,1263.0,43390.0,0.1398101344,101.0,27.0,33.87096774,16257.0,13948.0,2309.0,26118.0,22403.0,3715.0,19415.0,17706.0,1709.0,353.0,288.0,65.0,548.0,454.0,94.0
681,LCK,26.86666667,0,5,7,12,1,0.1861042184,0.2605459057,0.4466501241,0,9.805166667,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78991667,0.0,12.4943,0.0,0,0.0,1.0,27990.0,1041.811414,77.0,2.866004963,44.0,1.637717122,39408.0,803.5086848999999,37720.0,-0.1398101344,85.0,0.0,27.91563275,13948.0,16257.0,-2309.0,22403.0,26118.0,-3715.0,17706.0,19415.0,-1709.0,288.0,353.0,-65.0,454.0,548.0,-94.0
682,LCK,30.21666667,1,11,4,29,0,0.3640375069,0.1323772752,0.4964147821,0,7.0705,2,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.70498333,0.0,12.5139,0.0,0,1.0,0.0,55624.0,1840.838389,121.0,4.004412576,59.0,1.95256481,56759.0,1220.79647,52255.0,0.03832463796,134.0,47.0,33.32597904,15313.0,15749.0,-436.0,23168.0,25037.0,-1869.0,18866.0,19064.0,-198.0,326.0,356.0,-30.0,509.0,558.0,-49.0
683,LCK,30.21666667,0,4,11,9,1,0.1323772752,0.3640375069,0.4964147821,1,7.0705,2,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.70498333,1.0,12.5139,1.0,1,0.0,1.0,43594.0,1442.713734,129.0,4.269167126,46.0,1.522338665,50302.0,1007.106453,50290.0,-0.03832463796,89.0,17.0,34.28571429,15749.0,15313.0,436.0,25037.0,23168.0,1869.0,19064.0,18866.0,198.0,356.0,326.0,30.0,558.0,509.0,49.0
684,LCK,25.98333333,0,0,15,0,0,0.0,0.5772931365999999,0.5772931365999999,0,10.16625,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43733333,0.0,14.89975,0.0,0,0.0,1.0,27612.0,1062.681206,87.0,3.348300192,33.0,1.270044901,37079.0,761.9961513999999,35640.0,-0.2446592378,106.0,6.0,31.71263631,15200.0,15214.0,-14.0,22018.0,25516.0,-3498.0,19519.0,19485.0,34.0,338.0,362.0,-24.0,500.0,576.0,-76.0
685,LCK,25.98333333,1,15,0,27,1,0.5772931365999999,0.0,0.5772931365999999,1,10.16625,3,0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,11.43733333,1.0,14.89975,1.0,1,1.0,0.0,35951.0,1383.617704,95.0,3.656189865,44.0,1.693393201,52242.0,1345.5625400000001,45575.0,0.2446592378,113.0,23.0,38.10134702,15214.0,15200.0,14.0,25516.0,22018.0,3498.0,19485.0,19519.0,-34.0,362.0,338.0,24.0,576.0,500.0,76.0
686,LCK,34.1,0,10,22,23,1,0.293255132,0.6451612903,0.9384164223,1,8.3325,2,3,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.36841667,1.0,15.49788333,0.0,0,0.0,2.0,60752.0,1781.5835780000002,115.0,3.3724340180000003,54.0,1.5835777130000002,53412.0,913.9237537,51550.0,-0.05911144578,126.0,11.0,28.29912023,15512.0,14580.0,932.0,24398.0,23045.0,1353.0,18022.0,17440.0,582.0,311.0,298.0,13.0,450.0,440.0,10.0
