gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,5,Blue,Support,Vulcan,Clutch Gaming,Rakan,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,0,2,4,8,16,0,0,0,0,0,0,0,7.924383333,0,0.02626970228,0.6304728546,0,17.12161667,0,4,0,0,0,0,0,0,0,0,1,,0,13.69641667,0,0,3,11,0,22.9774,0,2,5546,145.6917688,0.1071752952,0.06143795064,47,1.234676007,0.3455882353,12,0.3152364273,18,20, , ,7222,60.07985989,7450,-0.1079365079,15,0,0,0,0.3940455342,1898,1895,3,2841,2915,-74,2547,2867,-320,0,7,-7,2,9,-7,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,6,Red,Top,BOSS,Unicorns of Love,Neeko,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,2,2,11,16,8,0,0,0,0,0,0,1,7.924383333,0.05253940455,0.07880910683,0.6304728546,0,17.12161667,4,0,0,0,0,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,13270,348.5989492,0.1800396169,0.2155630691,22,0.5779334501,0.162962963,5,0.1313485114,7,7, , ,14409,248.8802102,13675,0.005499541705,232,11,3,3,6.383537653,2895,3438,-543,5550,4816,734,4347,4668,-321,68,85,-17,110,121,-11,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,7,Red,Jungle,AHaHaCiK,Unicorns of Love,Rek'Sai,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,3,2,4,16,8,0,0,0,0,0,0,0,7.924383333,0.07880910683,0.02626970228,0.6304728546,1,17.12161667,4,0,3,0,0,0,1,2,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,11115,291.9877408,0.1508018343,0.1870990348,33,0.8669001751,0.2444444444,22,0.5779334501,9,9, , ,13158,216.0168126,12325,0.08456659619,39,165,71,35,5.359019264,3753,3210,543,5204,4663,541,4078,3130,948,63,47,16,89,75,14,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,8,Red,Middle,Nomanz,Unicorns of Love,Tristana,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,5,1,6,16,8,1,0,0,0,0,0,0,7.924383333,0.1313485114,0.02626970228,0.6304728546,0,17.12161667,4,0,1,0,1,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,23961,629.4483363,0.3250888666,0.274629922,13,0.3415061296,0.0962962963,20,0.5253940455,3,3, , ,17005,317.0763573,16295,0.3598841419,313,24,17,0,8.852889667,3733,3016,717,5650,5064,586,4842,4239,603,86,75,11,140,126,14,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,9,Red,ADC,Innaxe,Unicorns of Love,Heimerdinger,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,5,0,4,16,8,1,0,0,0,0,0,0,7.924383333,0.1313485114,0.07880910683,0.6304728546,0,17.12161667,4,0,0,0,0,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,20072,527.2854641,0.2723251838,0.2223207175,11,0.288966725,0.08148148148,5,0.1313485114,0,0, , ,14706,256.6823117,13450,-0.11558669,249,20,12,4,7.066549912,3040,3524,-484,4845,4852,-7,3284,3287,-3,65,88,-23,105,120,-15,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,10,Red,Support,Edward,Unicorns of Love,Morgana,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,1,3,9,16,8,0,0,0,0,0,0,0,7.924383333,0.02626970228,0,0.6304728546,0,17.12161667,4,0,0,0,0,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,5288,138.9141856,0.07174449841,0.1003872565,56,1.471103327,0.4148148148,10,0.2626970228,16,16, , ,9347,115.9029772,8300,0.1079365079,20,0,0,0,0.5253940455,1895,1898,-3,2915,2841,74,2867,2547,320,7,0,7,9,2,7,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,100,Blue,Team,Team,Clutch Gaming, ,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,8,16,17,8,16, , , , ,1,1,0,7.924383333,0.2101576182,0.4203152364,0.6304728546,0,17.12161667,0,4,0,4,0,0,0,0,0,0,1,13.11418333,0,13.69641667,0,0,3,11,0,22.9774,0,2,51747,1359.378284, , ,136,3.57267951,1,54,1.418563923,54,58,0.5555555556,0.2878787879,61900,977.8949212,58800,-0.08539216085,1022,170,128,9,31.31348511,15086,15316,-230,22236,24164,-1928,17871,19418,-1547,295,289,6,444,453,-9,0,0,0,0,0,0
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.22389,PI-RR,1,9.19,200,Red,Team,Team,Unicorns of Love, ,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,16,8,34,16,8, , , , ,0,0,1,7.924383333,0.4203152364,0.2101576182,0.6304728546,1,17.12161667,4,0,4,0,1,0,1,2,0,0,0,13.11418333,1,13.69641667,1,1,11,3,1,22.9774,2,0,73706,1936.234676, , ,135,3.546409807,1,62,1.628721541,35,35,0.5806451613,0.2127659574,68625,1154.558669,64045,0.08539216085,853,220,103,42,28.18739054,15316,15086,230,24164,22236,1928,19418,17871,1547,289,295,-6,453,444,9,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,1,Blue,Top,Fudge,Mammoth,Gangplank,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,1,2,14,18,8,0,0,0,0,0,0,1,3.360983333,0.0266075388,0.07982261641,0.6917960089,0,8.318133333,4,0,0,0,0,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,17523,466.2439024,0.2430138544,0.2314656523,17,0.4523281596,0.147826087,3,0.07982261641,7,7, , ,15220,275.2337029,12958,-0.01470813544,300,6,3,0,8.141906874,3242,3317,-75,5287,5360,-73,4293,4151,142,75,71,4,120,119,1,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,2,Blue,Jungle,Babip,Mammoth,Skarner,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,0,1,16,18,8,0,0,0,0,0,0,0,3.360983333,0,0.05321507761,0.6917960089,1,8.318133333,4,0,3,0,0,2,1,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,5217,138.8115299,0.07235081199,0.1348444842,13,0.3458980044,0.1130434783,17,0.4523281596,12,13, , ,10902,160.3423503,9925,0.0358974359,26,139,98,4,4.390243902,2987,3461,-474,4467,4833,-366,3171,3325,-154,58,55,3,84,68,16,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,3,Blue,Middle,Triple,Mammoth,Syndra,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,10,3,4,18,8,1,1,0,0,0,0,0,3.360983333,0.266075388,0.05321507761,0.6917960089,0,8.318133333,4,0,1,0,1,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,21718,577.8625277,0.3011912852,0.2552741105,18,0.4789356984,0.1565217391,12,0.3192904656,12,12, , ,16284,303.5441242,14350,0.02948767811,273,32,28,0,8.115299335,3717,3350,367,5634,5845,-211,4797,4593,204,95,89,6,156,151,5,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,4,Blue,ADC,k1ng,Mammoth,Tristana,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,7,2,5,18,8,3,0,0,0,0,0,0,3.360983333,0.1862527716,0.0266075388,0.6917960089,0,8.318133333,4,0,0,0,0,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,22087,587.6807095,0.3063086802,0.2745177892,14,0.3725055432,0.1217391304,32,0.8514412417,7,8, , ,17144,326.4266075,14575,0.006884681583,315,56,29,9,9.871396896,3309,3193,116,5454,4950,504,3214,3050,164,93,84,9,151,134,17,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,5,Blue,Support,Destiny,Mammoth,Nautilus,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,0,0,12,18,8,0,0,0,0,0,0,0,3.360983333,0,0,0.6917960089,0,8.318133333,4,0,0,0,0,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,5562,147.9911308,0.07713536827,0.1038979638,53,1.410199557,0.4608695652,14,0.3725055432,12,13, , ,9519,123.5441242,8675,0.1823899371,76,0,0,0,2.022172949,2027,2010,17,3037,3135,-98,2580,2824,-244,16,13,3,23,24,-1,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,6,Red,Top,BOSS,Unicorns of Love,Renekton,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,3,3,2,8,18,1,0,0,0,0,1,0,3.360983333,0.07982261641,0.0266075388,0.6917960089,0,8.318133333,0,4,0,0,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,11244,299.1751663,0.2149205803,0.2331821849,16,0.4257206208,0.1194029851,8,0.2128603104,5,7, , ,13258,223.0297118,13150,0.01470813544,268,0,0,0,7.130820399,3317,3242,75,5360,5287,73,4151,4293,-142,71,75,-4,119,120,-1,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,7,Red,Jungle,AHaHaCiK,Unicorns of Love,Ekko,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,2,6,2,8,18,0,0,0,0,1,0,0,3.360983333,0.05321507761,0,0.6917960089,0,8.318133333,0,4,0,3,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,9640,256.4966741,0.18426133,0.1486132362,29,0.7716186253,0.2164179104,12,0.3192904656,7,9, , ,10218,142.1427938,9575,-0.0358974359,33,110,72,10,3.804878049,3461,2987,474,4833,4467,366,3325,3171,154,55,58,-3,68,84,-16,0,0,0,0,0,0
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.32971,PI-RR,1,9.19,8,Red,Middle,Nomanz,Unicorns of Love,Corki,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,2,3,1,8,18,0,0,0,0,0,0,0,3.360983333,0.05321507761,0.266075388,0.6917960089,0,8.318133333,0,4,0,1,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,17777,473.0022173,0.3397939484,0.2678443264,21,0.5587583149,0.1567164179,21,0.5587583149,4,4, , ,14504,256.1827051,13933,-0.02948767811,319,30,26,4,9.286031042,3350,3717,-367,5845,5634,211,4593,4797,-204,89,95,-6,151,156,-5,0,0,0,0,0,0
